9.998941e-01	9.931098e-01	9.656341e-01	9.083562e-01	8.111379e-01	6.672308e-01	5.012342e-01	3.495291e-01	2.285548e-01	1.426534e-01	8.642979e-02	5.130512e-02	2.966150e-02	1.675721e-02	9.352432e-03	5.170785e-03	2.838968e-03	1.556935e-03	
9.931098e-01	9.998912e-01	9.889969e-01	9.490745e-01	8.680155e-01	7.358312e-01	5.728899e-01	4.156426e-01	2.834769e-01	1.844017e-01	1.160023e-01	7.113898e-02	4.229534e-02	2.446528e-02	1.392309e-02	7.822149e-03	4.351190e-03	2.411550e-03	
9.656341e-01	9.889969e-01	9.998681e-01	9.846301e-01	9.289418e-01	8.185660e-01	6.667108e-01	5.078540e-01	3.642950e-01	2.487694e-01	1.634912e-01	1.041346e-01	6.397450e-02	3.805109e-02	2.216326e-02	1.269362e-02	7.173896e-03	4.027605e-03	
9.083562e-01	9.490745e-01	9.846301e-01	9.998284e-01	9.784847e-01	9.018272e-01	7.729336e-01	6.210772e-01	4.702332e-01	3.380119e-01	2.326416e-01	1.542916e-01	9.820925e-02	6.022979e-02	3.599917e-02	2.106871e-02	1.212326e-02	6.907593e-03	
8.111379e-01	8.680155e-01	9.289418e-01	9.784847e-01	9.997785e-01	9.702274e-01	8.801641e-01	7.493680e-01	6.008717e-01	4.559999e-01	3.297129e-01	2.284843e-01	1.512609e-01	9.602933e-02	5.912159e-02	3.548051e-02	2.085077e-02	1.208963e-02	
6.672308e-01	7.358312e-01	8.185660e-01	9.018272e-01	9.702274e-01	9.997070e-01	9.668811e-01	8.773181e-01	7.488049e-01	6.029991e-01	4.605469e-01	3.354362e-01	2.324067e-01	1.537077e-01	9.806915e-02	6.068717e-02	3.660524e-02	2.169200e-02	
5.012342e-01	5.728899e-01	6.667108e-01	7.729336e-01	8.801641e-01	9.668811e-01	9.996032e-01	9.682013e-01	8.809568e-01	7.543767e-01	6.104313e-01	4.690819e-01	3.416887e-01	2.366125e-01	1.572626e-01	1.008599e-01	6.274048e-02	3.816184e-02	
3.495291e-01	4.156426e-01	5.078540e-01	6.210772e-01	7.493680e-01	8.773181e-01	9.682013e-01	9.994754e-01	9.684413e-01	8.817415e-01	7.566102e-01	6.145361e-01	4.718760e-01	3.432940e-01	2.386099e-01	1.592598e-01	1.025946e-01	6.430501e-02	
2.285548e-01	2.834769e-01	3.642950e-01	4.702332e-01	6.008717e-01	7.488049e-01	8.809568e-01	9.684413e-01	9.993179e-01	9.683828e-01	8.828305e-01	7.598959e-01	6.171495e-01	4.736058e-01	3.458260e-01	2.413981e-01	1.618574e-01	1.050577e-01	
1.426534e-01	1.844017e-01	2.487694e-01	3.380119e-01	4.559999e-01	6.029991e-01	7.543767e-01	8.817415e-01	9.683828e-01	9.991098e-01	9.687886e-01	8.852973e-01	7.623704e-01	6.191206e-01	4.767663e-01	3.495781e-01	2.451262e-01	1.655708e-01	
8.642979e-02	1.160023e-01	1.634912e-01	2.326416e-01	3.297129e-01	4.605469e-01	6.104313e-01	7.566102e-01	8.828305e-01	9.687886e-01	9.988409e-01	9.693650e-01	8.860081e-01	7.627226e-01	6.209089e-01	4.796938e-01	3.530600e-01	2.491806e-01	
5.130512e-02	7.113898e-02	1.041346e-01	1.542916e-01	2.284843e-01	3.354362e-01	4.690819e-01	6.145361e-01	7.598959e-01	8.852973e-01	9.693650e-01	9.985267e-01	9.687264e-01	8.846052e-01	7.623136e-01	6.218111e-01	4.816875e-01	3.564002e-01	
2.966150e-02	4.229534e-02	6.397450e-02	9.820925e-02	1.512609e-01	2.324067e-01	3.416887e-01	4.718760e-01	6.171495e-01	7.623704e-01	8.860081e-01	9.687264e-01	9.981671e-01	9.680657e-01	8.847208e-01	7.637981e-01	6.246484e-01	4.862865e-01	
1.675721e-02	2.446528e-02	3.805109e-02	6.022979e-02	9.602933e-02	1.537077e-01	2.366125e-01	3.432940e-01	4.736058e-01	6.191206e-01	7.627226e-01	8.846052e-01	9.680657e-01	9.977392e-01	9.681723e-01	8.862325e-01	7.669969e-01	6.301359e-01	
9.352432e-03	1.392309e-02	2.216326e-02	3.599917e-02	5.912159e-02	9.806915e-02	1.572626e-01	2.386099e-01	3.458260e-01	4.767663e-01	6.209089e-01	7.623136e-01	8.847208e-01	9.681723e-01	9.972602e-01	9.682116e-01	8.875847e-01	7.707362e-01	
5.170785e-03	7.822149e-03	1.269362e-02	2.106871e-02	3.548051e-02	6.068717e-02	1.008599e-01	1.592598e-01	2.413981e-01	3.495781e-01	4.796938e-01	6.218111e-01	7.637981e-01	8.862325e-01	9.682116e-01	9.967691e-01	9.682077e-01	8.894214e-01	
2.838968e-03	4.351190e-03	7.173896e-03	1.212326e-02	2.085077e-02	3.660524e-02	6.274048e-02	1.025946e-01	1.618574e-01	2.451262e-01	3.530600e-01	4.816875e-01	6.246484e-01	7.669969e-01	8.875847e-01	9.682077e-01	9.962909e-01	9.685275e-01	
1.556935e-03	2.411550e-03	4.027605e-03	6.907593e-03	1.208963e-02	2.169200e-02	3.816184e-02	6.430501e-02	1.050577e-01	1.655708e-01	2.491806e-01	3.564002e-01	4.862865e-01	6.301359e-01	7.707362e-01	8.894214e-01	9.685275e-01	9.958608e-01	
