7.567632e-03	8.130537e-03	7.720897e-03	6.615694e-03	5.169507e-03	3.640213e-03	2.346106e-03	1.420198e-03	8.101609e-04	4.425229e-04	2.355517e-04	1.233059e-04	6.291986e-05	3.138210e-05	1.547808e-05	7.556847e-06	3.651698e-06	1.751900e-06	
8.130537e-03	8.869016e-03	8.582432e-03	7.514598e-03	6.024088e-03	4.379058e-03	2.929721e-03	1.847511e-03	1.100312e-03	6.267996e-04	3.465539e-04	1.874570e-04	9.837990e-05	5.024411e-05	2.527017e-05	1.253744e-05	6.138474e-06	2.976242e-06	
7.720897e-03	8.582432e-03	8.504322e-03	7.653802e-03	6.339304e-03	4.797646e-03	3.362613e-03	2.228680e-03	1.397083e-03	8.358736e-04	4.829204e-04	2.713354e-04	1.471480e-04	7.727677e-05	3.977980e-05	2.012028e-05	1.000884e-05	4.915917e-06	
6.615694e-03	7.514598e-03	7.653802e-03	7.113301e-03	6.120029e-03	4.850955e-03	3.581901e-03	2.506332e-03	1.659214e-03	1.045244e-03	6.324710e-04	3.700227e-04	2.079072e-04	1.125805e-04	5.946932e-05	3.073706e-05	1.556789e-05	7.760194e-06	
5.169507e-03	6.024088e-03	6.339304e-03	6.120029e-03	5.504583e-03	4.599581e-03	3.598212e-03	2.669247e-03	1.871999e-03	1.245134e-03	7.914550e-04	4.837878e-04	2.827091e-04	1.584696e-04	8.622565e-05	4.569905e-05	2.363906e-05	1.199122e-05	
3.640213e-03	4.379058e-03	4.797646e-03	4.850955e-03	4.599581e-03	4.084790e-03	3.409096e-03	2.696041e-03	2.012839e-03	1.420557e-03	9.537000e-04	6.126901e-04	3.747061e-04	2.188119e-04	1.233851e-04	6.743124e-05	3.580179e-05	1.856147e-05	
2.346106e-03	2.929721e-03	3.362613e-03	3.581901e-03	3.598212e-03	3.409096e-03	3.042423e-03	2.568600e-03	2.044277e-03	1.534023e-03	1.091049e-03	7.395141e-04	4.754933e-04	2.907317e-04	1.707822e-04	9.673345e-05	5.296759e-05	2.818730e-05	
1.420198e-03	1.847511e-03	2.228680e-03	2.506332e-03	2.669247e-03	2.696041e-03	2.568600e-03	2.311060e-03	1.958506e-03	1.562480e-03	1.178407e-03	8.442460e-04	5.722382e-04	3.675922e-04	2.258189e-04	1.331149e-04	7.548444e-05	4.139540e-05	
8.101609e-04	1.100312e-03	1.397083e-03	1.659214e-03	1.871999e-03	2.012839e-03	2.044277e-03	1.958506e-03	1.767408e-03	1.500676e-03	1.202467e-03	9.129877e-04	6.545519e-04	4.435405e-04	2.862565e-04	1.764772e-04	1.041622e-04	5.915559e-05	
4.425229e-04	6.267996e-04	8.358736e-04	1.045244e-03	1.245134e-03	1.420557e-03	1.534023e-03	1.562480e-03	1.500676e-03	1.356635e-03	1.156250e-03	9.320635e-04	7.085676e-04	5.081181e-04	3.458494e-04	2.239719e-04	1.382535e-04	8.171125e-05	
2.355517e-04	3.465539e-04	4.829204e-04	6.324710e-04	7.914550e-04	9.537000e-04	1.091049e-03	1.178407e-03	1.202467e-03	1.156250e-03	1.047888e-03	8.971369e-04	7.239098e-04	5.503011e-04	3.959741e-04	2.702003e-04	1.750766e-04	1.081273e-04	
1.233059e-04	1.874570e-04	2.713354e-04	3.700227e-04	4.837878e-04	6.126901e-04	7.395141e-04	8.442460e-04	9.129877e-04	9.320635e-04	8.971369e-04	8.152659e-04	6.982813e-04	5.630923e-04	4.289292e-04	3.090402e-04	2.107706e-04	1.364790e-04	
6.291986e-05	9.837990e-05	1.471480e-04	2.079072e-04	2.827091e-04	3.747061e-04	4.754933e-04	5.722382e-04	6.545519e-04	7.085676e-04	7.239098e-04	6.982813e-04	6.352399e-04	5.440739e-04	4.395464e-04	3.352071e-04	2.413802e-04	1.644746e-04	
3.138210e-05	5.024411e-05	7.727677e-05	1.125805e-04	1.584696e-04	2.188119e-04	2.907317e-04	3.675922e-04	4.435405e-04	5.081181e-04	5.503011e-04	5.630923e-04	5.440739e-04	4.952362e-04	4.248414e-04	3.435606e-04	2.618435e-04	1.883222e-04	
1.547808e-05	2.527017e-05	3.977980e-05	5.946932e-05	8.622565e-05	1.233851e-04	1.707822e-04	2.258189e-04	2.862565e-04	3.458494e-04	3.959741e-04	4.289292e-04	4.395464e-04	4.248414e-04	3.869082e-04	3.319051e-04	2.679959e-04	2.037732e-04	
7.556847e-06	1.253744e-05	2.012028e-05	3.073706e-05	4.569905e-05	6.743124e-05	9.673345e-05	1.331149e-04	1.764772e-04	2.239719e-04	2.702003e-04	3.090402e-04	3.352071e-04	3.435606e-04	3.319051e-04	3.019713e-04	2.584178e-04	2.079307e-04	
3.651698e-06	6.138474e-06	1.000884e-05	1.556789e-05	2.363906e-05	3.580179e-05	5.296759e-05	7.548444e-05	1.041622e-04	1.382535e-04	1.750766e-04	2.107706e-04	2.413802e-04	2.618435e-04	2.679959e-04	2.584178e-04	2.343477e-04	1.996229e-04	
1.751900e-06	2.976242e-06	4.915917e-06	7.760194e-06	1.199122e-05	1.856147e-05	2.818730e-05	4.139540e-05	5.915559e-05	8.171125e-05	1.081273e-04	1.364790e-04	1.644746e-04	1.883222e-04	2.037732e-04	2.079307e-04	1.996229e-04	1.799344e-04	
