129  3.2565  10.333  43.63  176.81  484.15  895.25  32.799  138.59  562.44  1543.5  2865.5  586.34  2385.8  6574.4  12293  9759.3  27116  51444  76318  148100  299060  
130  3.238  10.274  43.379  175.78  481.27  889.74  32.611  137.79  559.15  1534.3  2847.8  582.93  2371.8  6534.9  12217  9701  26951  51122  75846  147160  297120  
131  3.2195  10.215  43.128  174.75  478.4  884.26  32.424  136.99  555.87  1525.1  2830.2  579.54  2357.8  6495.5  12141  9643.1  26787  50802  75377  146230  295200  
132  3.2011  10.157  42.879  173.73  475.54  878.82  32.237  136.2  552.61  1516  2812.7  576.16  2343.8  6456.5  12066  9585.4  26624  50484  74911  145310  293300  
133  3.1828  10.098  42.631  172.71  472.71  873.42  32.051  135.41  549.36  1506.9  2795.4  572.79  2330  6417.6  11991  9528.1  26462  50169  74449  144390  291410  
134  3.1646  10.04  42.385  171.7  469.89  868.06  31.867  134.62  546.13  1497.9  2778.2  569.45  2316.2  6379  11917  9471.2  26301  49857  73990  143480  289540  
135  3.1464  9.9824  42.14  170.7  467.09  862.74  31.683  133.84  542.92  1489  2761.1  566.12  2302.5  6340.7  11844  9414.7  26142  49547  73535  142580  287690  
136  3.1284  9.925  41.896  169.7  464.3  857.46  31.5  133.06  539.74  1480.1  2744.2  562.82  2288.9  6302.7  11771  9358.5  25984  49240  73083  141680  285860  
137  3.1104  9.8679  41.654  168.71  461.54  852.23  31.318  132.29  536.57  1471.3  2727.4  559.54  2275.5  6264.9  11699  9302.8  25827  48935  72636  140800  284050  
138  3.0926  9.8113  41.413  167.72  458.81  847.04  31.138  131.52  533.43  1462.5  2710.8  556.28  2262.1  6227.5  11627  9247.5  25671  48634  72193  139920  282260  
139  3.075  9.755  41.174  166.74  456.09  841.91  30.959  130.76  530.32  1453.8  2694.3  553.05  2248.8  6190.4  11556  9192.7  25517  48335  71754  139050  280480  
140  3.0574  9.6992  40.937  165.77  453.4  836.82  30.781  130.01  527.23  1445.2  2678  549.84  2235.6  6153.7  11486  9138.4  25364  48040  71319  138200  278730  
141  3.04  9.6438  40.703  164.81  450.74  831.79  30.605  129.26  524.16  1436.7  2661.9  546.66  2222.6  6117.2  11416  9084.6  25213  47748  70889  137350  276990  
142  3.0227  9.5889  40.47  163.86  448.09  826.81  30.43  128.52  521.13  1428.3  2645.9  543.51  2209.7  6081.2  11348  9031.3  25063  47458  70463  136510  275280  
143  3.0056  9.5344  40.239  162.92  445.48  821.87  30.257  127.79  518.12  1419.9  2630.1  540.39  2196.8  6045.5  11280  8978.5  24915  47172  70041  135680  273580  
144  2.9886  9.4804  40.009  161.98  442.88  816.99  30.085  127.06  515.14  1411.6  2614.4  537.29  2184.1  6010.1  11212  8926.2  24768  46889  69624  134860  271900  
145  2.9718  9.4268  39.782  161.05  440.32  812.16  29.914  126.33  512.18  1403.4  2599  534.22  2171.6  5975  11146  8874.4  24622  46609  69211  134040  270240  
146  2.955  9.3736  39.557  160.13  437.77  807.37  29.745  125.62  509.25  1395.3  2583.6  531.17  2159.1  5940.3  11080  8823  24478  46331  68802  133240  268600  
147  2.9385  9.3209  39.334  159.22  435.25  802.64  29.578  124.9  506.34  1387.3  2568.4  528.16  2146.7  5905.9  11014  8772.2  24336  46057  68397  132440  266970  
148  2.922  9.2686  39.112  158.32  432.75  797.95  29.411  124.2  503.47  1379.3  2553.4  525.17  2134.5  5871.9  10950  8721.8  24194  45785  67997  131660  265370  
149  2.9057  9.2168  38.893  157.42  430.28  793.31  29.247  123.5  500.61  1371.4  2538.5  522.2  2122.3  5838.1  10886  8671.9  24055  45516  67600  130880  263780  
150  2.8895  9.1654  38.675  156.54  427.83  788.71  29.083  122.81  497.79  1363.6  2523.8  519.26  2110.3  5804.7  10823  8622.5  23916  45251  67208  130110  262210  
151  2.8735  9.1144  38.459  155.66  425.4  784.17  28.921  122.12  494.99  1355.8  2509.3  516.35  2098.4  5771.7  10760  8573.5  23779  44988  66820  129350  260650  
152  2.8576  9.0638  38.245  154.79  423  779.67  28.76  121.44  492.21  1348.1  2494.8  513.46  2086.6  5738.9  10698  8525  23644  44727  66435  128590  259120  
153  2.8418  9.0137  38.033  153.92  420.62  775.21  28.601  120.77  489.46  1340.5  2480.6  510.6  2074.9  5706.5  10637  8477  23509  44470  66055  127850  257600  
154  2.8262  8.964  37.823  153.07  418.26  770.81  28.443  120.1  486.73  1333  2466.5  507.77  2063.3  5674.3  10576  8429.4  23376  44215  65679  127110  256090  
155  2.8106  8.9147  37.614  152.22  415.92  766.44  28.287  119.44  484.03  1325.6  2452.5  504.96  2051.9  5642.5  10516  8382.2  23245  43963  65306  126380  254610  
156  2.7953  8.8659  37.408  151.38  413.61  762.13  28.131  118.78  481.36  1318.2  2438.6  502.17  2040.5  5611  10457  8335.6  23114  43713  64938  125660  253140  
157  2.78  8.8175  37.203  150.54  411.31  757.85  27.977  118.13  478.7  1310.9  2425  499.41  2029.2  5579.8  10398  8289.3  22985  43467  64573  124940  251680  
158  2.7649  8.7695  37  149.72  409.04  753.62  27.825  117.48  476.08  1303.6  2411.4  496.68  2018.1  5548.9  10340  8243.6  22857  43223  64212  124240  250250  
159  2.7499  8.7219  36.798  148.9  406.8  749.44  27.674  116.84  473.47  1296.5  2398  493.97  2007  5518.4  10282  8198.2  22731  42981  63855  123540  248820  
160  2.7351  8.6747  36.599  148.09  404.57  745.29  27.524  116.21  470.9  1289.3  2384.7  491.28  1996  5488.1  10225  8153.3  22606  42742  63501  122850  247420  
161  2.7203  8.6279  36.401  147.29  402.36  741.19  27.375  115.58  468.34  1282.3  2371.6  488.62  1985.2  5458.1  10169  8108.9  22482  42505  63151  122170  246030  
162  2.7057  8.5816  36.206  146.49  400.18  737.14  27.228  114.96  465.81  1275.4  2358.6  485.99  1974.5  5428.4  10113  8064.9  22359  42271  62805  121490  244650  
163  2.6913  8.5357  36.011  145.71  398.02  733.12  27.082  114.34  463.3  1268.5  2345.7  483.37  1963.8  5399  10058  8021.3  22238  42040  62463  120820  243290  
164  2.6769  8.4901  35.819  144.93  395.88  729.14  26.938  113.73  460.82  1261.6  2333  480.79  1953.3  5369.9  10003  7978.1  22118  41811  62124  120160  241940  
