-1.3816e+01			-2.5908e+00			1.5096e-05
-1.3536e+01			-2.5908e+00			1.2198e-05
-1.3257e+01			-2.5908e+00			9.3012e-06
-1.2978e+01			-2.5908e+00			6.4041e-06
-1.2699e+01			-2.5908e+00			3.5069e-06
-1.2420e+01			-2.5908e+00			6.0974e-07
-1.2141e+01			-2.5908e+00			-2.2874e-06
-1.1862e+01			-2.5908e+00			-5.1846e-06
-1.1583e+01			-2.5908e+00			-8.0818e-06
-1.1304e+01			-2.5908e+00			-1.0979e-05
-1.1024e+01			-2.5908e+00			-1.3876e-05
-1.0745e+01			-2.5908e+00			-6.7116e-06
-1.0466e+01			-2.5908e+00			7.7706e-06
-1.0187e+01			-2.5908e+00			2.2253e-05
-9.9081e+00			-2.5908e+00			3.6735e-05
-9.6290e+00			-2.5908e+00			5.1217e-05
-9.3499e+00			-2.5908e+00			4.0064e-05
-9.0708e+00			-2.5907e+00			-1.5036e-05
-8.7917e+00			-2.5907e+00			-7.0135e-05
-8.5126e+00			-2.5907e+00			-1.2523e-04
-8.2335e+00			-2.5907e+00			-1.8033e-04
-7.9544e+00			-2.5908e+00			-1.9442e-04
-7.6753e+00			-2.5908e+00			1.0251e-05
-7.3962e+00			-2.5908e+00			2.1492e-04
-7.1171e+00			-2.5909e+00			4.1959e-04
-6.8380e+00			-2.5908e+00			6.2425e-04
-6.5589e+00			-2.5908e+00			8.2892e-04
-6.2798e+00			-2.5907e+00			9.4651e-05
-6.0007e+00			-2.5905e+00			-6.9178e-04
-5.7216e+00			-2.5905e+00			-1.4782e-03
-5.4425e+00			-2.5905e+00			-2.2647e-03
-5.1634e+00			-2.5907e+00			-3.0511e-03
-4.8843e+00			-2.5912e+00			-1.3993e-03
-4.6052e+00			-2.5917e+00			1.1232e-03
-4.3261e+00			-2.5922e+00			3.6457e-03
-4.0470e+00			-2.5923e+00			6.1682e-03
-3.7679e+00			-2.5920e+00			8.6908e-03
-3.4888e+00			-2.5911e+00			1.0435e-03
-3.2097e+00			-2.5901e+00			-1.5757e-02
-2.9306e+00			-2.5903e+00			-3.2557e-02
-2.6515e+00			-2.5931e+00			-4.9357e-02
-2.3724e+00			-2.5997e+00			-6.6157e-02
-2.0933e+00			-2.6115e+00			-8.6222e-02
-1.8142e+00			-2.6300e+00			-1.1336e-01
-1.5351e+00			-2.6574e+00			-1.4050e-01
-1.2560e+00			-2.6957e+00			-1.6764e-01
-9.7685e-01			-2.7470e+00			-1.9478e-01
-6.9775e-01			-2.8136e+00			-2.3280e-01
-4.1865e-01			-2.8992e+00			-3.6328e-01
-1.3955e-01			-3.0131e+00			-4.9375e-01
1.3955e-01			-3.1655e+00			-6.2423e-01
4.1865e-01			-3.3665e+00			-7.5471e-01
6.9775e-01			-3.6263e+00			-8.8519e-01
9.7685e-01			-3.9543e+00			-9.3820e-01
1.2560e+00			-4.3553e+00			-9.8210e-01
1.5351e+00			-4.8329e+00			-1.0260e+00
1.8142e+00			-5.3903e+00			-1.0699e+00
2.0933e+00			-6.0311e+00			-1.1138e+00
2.3724e+00			-6.7573e+00			-9.2065e-01
2.6515e+00			-7.5550e+00			-6.1811e-01
2.9306e+00			-8.4008e+00			-3.1556e-01
3.2097e+00			-9.2712e+00			-1.3012e-02
3.4888e+00			-1.0143e+01			2.8953e-01
3.7679e+00			-1.0992e+01			4.0959e-01
4.0470e+00			-1.1810e+01			3.2686e-01
4.3261e+00			-1.2603e+01			2.4414e-01
4.6052e+00			-1.3377e+01			1.6142e-01
4.8843e+00			-1.4138e+01			7.8693e-02
5.1634e+00			-1.4893e+01			1.4320e-02
5.4425e+00			-1.5647e+01			1.3298e-03
5.7216e+00			-1.6400e+01			-1.1661e-02
6.0007e+00			-1.7155e+01			-2.4651e-02
6.2798e+00			-1.7911e+01			-3.7641e-02
6.5589e+00			-1.8670e+01			-4.7257e-02
6.8380e+00			-1.9432e+01			3.8704e-03
7.1171e+00			-2.0194e+01			5.4998e-02
7.3962e+00			-2.0952e+01			1.0612e-01
7.6753e+00			-2.1701e+01			1.5725e-01
7.9544e+00			-2.2438e+01			2.0838e-01
8.2335e+00			-2.3161e+01			7.9104e-02
8.5126e+00			-2.3877e+01			-8.3997e-02
8.7917e+00			-2.4600e+01			-2.4710e-01
9.0708e+00			-2.5342e+01			-4.1020e-01
9.3499e+00			-2.6116e+01			-5.7330e-01
9.6290e+00			-2.6933e+01			-3.9039e-01
9.9081e+00			-2.7780e+01			-5.6477e-03
1.0187e+01			-2.8628e+01			3.7910e-01
1.0466e+01			-2.9446e+01			7.6384e-01
1.0745e+01			-3.0204e+01			1.1486e+00
1.1024e+01			-3.0874e+01			1.3218e+00
1.1304e+01			-3.1442e+01			1.2041e+00
1.1583e+01			-3.1915e+01			1.0864e+00
1.1862e+01			-3.2305e+01			9.6870e-01
1.2141e+01			-3.2619e+01			8.5101e-01
1.2420e+01			-3.2866e+01			7.3332e-01
1.2699e+01			-3.3057e+01			6.1562e-01
1.2978e+01			-3.3199e+01			4.9793e-01
1.3257e+01			-3.3303e+01			3.8024e-01
1.3536e+01			-3.3377e+01			2.6254e-01
1.3816e+01			-3.3431e+01			1.4485e-01
