3.550000000000000000e+01 8.388452317719944796e-09 2.845092446358507029e-09
7.650000000000000000e+01 6.124112209033948151e-09 1.460563643097299482e-09
1.265000000000000000e+02 1.267617217791279736e-09 9.931844145663836492e-10
1.765000000000000000e+02 2.503554579064310492e-09 7.006997858387948938e-10
2.265000000000000000e+02 1.463604126634060624e-09 6.192922898196805250e-10
2.765000000000000000e+02 6.747384375693434884e-10 4.968221519268854004e-10
3.265000000000000000e+02 6.136001741444778891e-10 4.036534133813730908e-10
3.765000000000000000e+02 6.592552456482218141e-10 2.939028021586113554e-10
4.265000000000000000e+02 1.026937147638117483e-10 1.895165246194148327e-10
4.765000000000000000e+02 4.644280074026646840e-11 1.237430100030620383e-10
5.265000000000000000e+02 5.291946830286411601e-11 7.389759261283113302e-11
5.765000000000000000e+02 -1.940703455992797899e-12 3.025054216521122794e-11
6.265000000000000000e+02 -3.669630234465716283e-17 3.324458296049911223e-17
6.765000000000000000e+02 1.803010522458539630e-17 3.748892505428654425e-17
7.265000000000000000e+02 -1.142656045887732865e-17 3.427348965785250001e-17
7.765000000000000000e+02 -2.147266760642217813e-17 3.075815885747679931e-17
8.265000000000000000e+02 1.167825508738773628e-17 3.410434396907248145e-17
8.765000000000000000e+02 -2.101427678960506926e-17 3.339743210589167793e-17
9.265000000000000000e+02 1.444041122845884963e-17 3.251228821446962538e-17
9.765000000000000000e+02 3.060115333061566676e-17 3.297025925179450101e-17
1.026500000000000000e+03 -3.140562814517815121e-18 3.113365670505626322e-17
1.076500000000000000e+03 -5.082300979494025883e-18 3.078661191340065506e-17
1.126500000000000000e+03 2.421891308186222047e-17 3.752486735264011983e-17
1.176500000000000000e+03 -2.797717504831988514e-17 3.637430931078278468e-17
1.226500000000000000e+03 -2.902730551701414816e-17 3.356361439198389756e-17
1.276500000000000000e+03 1.381503914483837692e-17 3.089919855241056075e-17
1.326500000000000000e+03 -5.856666418391490394e-18 3.342529385478613044e-17
1.376500000000000000e+03 3.384376387275378160e-17 3.559959385108993120e-17
1.426500000000000000e+03 -1.585548007998023082e-18 3.484509249823543310e-17
1.476500000000000000e+03 -1.043547064657633217e-17 3.722667952014151639e-17
1.526500000000000000e+03 1.672820581270961749e-18 3.696044287773890874e-17
1.576500000000000000e+03 -1.478765122197151917e-17 3.656623617962852436e-17
1.626500000000000000e+03 -8.050385608214340921e-19 3.781707264504797247e-17
1.676500000000000000e+03 7.777331471656990582e-18 3.426390170840719653e-17
1.726500000000000000e+03 -1.048519832881951031e-17 3.525608790252069022e-17
1.776500000000000000e+03 5.481047629239520090e-17 3.702390841508637310e-17
1.826500000000000000e+03 -4.729776736784817307e-17 3.730071643086521273e-17
1.876500000000000000e+03 1.519011852283120460e-17 3.889396971310480615e-17
1.926500000000000000e+03 1.092192985396635389e-17 3.458450848814905593e-17
1.976500000000000000e+03 -5.294838497246494931e-17 3.614802784223622601e-17
